"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","TYPE_OF_TRANSFORMATION","FREQUENCY","SCALE","2021","2022","2023","2024"
"IMF.STA:BOP_AGG(9.0.1)","NRU.CAB_NETCD.USD.A","OBS_VALUE","Nauru, Republic of","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","6.596610528623028","2.965543898620804","1.922550245574666","9.73015398650845"
"IMF.STA:BOP_AGG(9.0.1)","GHA.CAB_NETCD.USD.A","OBS_VALUE","Ghana","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","-2242.74379694953","-1723.247736638794","-734.496650094511","1680.567078007797"
"IMF.STA:BOP_AGG(9.0.1)","CYM.CAB_NETCD.USD.A","OBS_VALUE","Cayman Islands","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","-794.2052586811287","-749.4817551236713","-712.6843100089292",""
"IMF.STA:BOP_AGG(9.0.1)","KOR.CAB_NETCD.USD.A","OBS_VALUE","Korea, Republic of","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","85228.2","25828.6","32821.7","99042.9"
"IMF.STA:BOP_AGG(9.0.1)","NOR.CAB_NETCD.USD.A","OBS_VALUE","Norway","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","74499.16059684075","170714.05561127","84103.78734353346","71645.11929082733"
"IMF.STA:BOP_AGG(9.0.1)","DMA.CAB_NETCD.USD.A","OBS_VALUE","Dominica","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","-186.1009496296296","-163.745902962963","-223.6322918518519","-160.1197996296296"
"IMF.STA:BOP_AGG(9.0.1)","BTN.CAB_NETCD.USD.A","OBS_VALUE","Bhutan","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","-319.2793094982541","-805.7231732891604","-963.1217314151603","-669.7664139106062"
"IMF.STA:BOP_AGG(9.0.1)","ABW.CAB_NETCD.USD.A","OBS_VALUE","Aruba, Kingdom of the Netherlands","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","79.25706670804894","230.5557944513571","194.4984021189319",""
"IMF.STA:BOP_AGG(9.0.1)","GUY.CAB_NETCD.USD.A","OBS_VALUE","Guyana","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","-1359.602484512644","4241.95392809091","2352.049079193499",""
"IMF.STA:BOP_AGG(9.0.1)","CIV.CAB_NETCD.USD.A","OBS_VALUE","Côte d'Ivoire","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","-2874.116508896438","-5393.827498951121","-9208.027598593948",""
"IMF.STA:BOP_AGG(9.0.1)","LSO.CAB_NETCD.USD.A","OBS_VALUE","Lesotho, Kingdom of","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","-196.0566669761937","-268.8755879474043","-151.5767482088917","81.42117082131753"
"IMF.STA:BOP_AGG(9.0.1)","ZMB.CAB_NETCD.USD.A","OBS_VALUE","Zambia","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","2629.551251444389","1093.013821993418","-837.6832322924935","-487.3944434175578"
"IMF.STA:BOP_AGG(9.0.1)","STP.CAB_NETCD.USD.A","OBS_VALUE","São Tomé and Príncipe, Democratic Republic of","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","-95.2483499385807","-25.5918820666753","20.89364917190657","41.50069539027793"
"IMF.STA:BOP_AGG(9.0.1)","TLS.CAB_NETCD.USD.A","OBS_VALUE","Timor-Leste, Democratic Republic of","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","1985.043102872788","488.4747466402631","-192.5658713635895","-587.4841087380422"
"IMF.STA:BOP_AGG(9.0.1)","GRC.CAB_NETCD.USD.A","OBS_VALUE","Greece","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","-13857.82238065243","-23712.94565375249","-16467.89780392424","-18217.27585797369"
"IMF.STA:BOP_AGG(9.0.1)","UGA.CAB_NETCD.USD.A","OBS_VALUE","Uganda","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","-3604.899111959726","-4063.948229728269","-3624.879923639297","-4292.061818170167"
"IMF.STA:BOP_AGG(9.0.1)","WSM.CAB_NETCD.USD.A","OBS_VALUE","Samoa","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","-114.4460799175113","-74.03927006078316","40.17667942413171","65.62868770165328"
"IMF.STA:BOP_AGG(9.0.1)","NZL.CAB_NETCD.USD.A","OBS_VALUE","New Zealand","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","-14333.4880542224","-21854.80795406048","-15766.53760601347","-12106.08603968258"
"IMF.STA:BOP_AGG(9.0.1)","LAO.CAB_NETCD.USD.A","OBS_VALUE","Lao People's Democratic Republic","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","431.6364429379262","-458.7543683019598","404.5226501015085","531.3726591188774"
"IMF.STA:BOP_AGG(9.0.1)","KNA.CAB_NETCD.USD.A","OBS_VALUE","St. Kitts and Nevis","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","-28.78199296296296","-111.6852603703704","-122.3864618518519","-169.2208337037037"
"IMF.STA:BOP_AGG(9.0.1)","KWT.CAB_NETCD.USD.A","OBS_VALUE","Kuwait","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","34943.33101617127","63077.59923067118","51396.15716968831","46702.59943865042"
"IMF.STA:BOP_AGG(9.0.1)","HTI.CAB_NETCD.USD.A","OBS_VALUE","Haiti","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","87.6558547493429","-491.953761239128","-682.5171575763648","-145.1379635907196"
"IMF.STA:BOP_AGG(9.0.1)","LUX.CAB_NETCD.USD.A","OBS_VALUE","Luxembourg","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","4312.311036135121","4413.43570350167","6083.758087799736","4100.017521530224"
"IMF.STA:BOP_AGG(9.0.1)","EST.CAB_NETCD.USD.A","OBS_VALUE","Estonia, Republic of","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","-1387.160436075408","-1495.897722340972","-722.668450634274","-542.8568205054294"
"IMF.STA:BOP_AGG(9.0.1)","EGY.CAB_NETCD.USD.A","OBS_VALUE","Egypt, Arab Republic of","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","-18610.82818149998","-10536.5557312","-12564.26897738334","-22256.09999999999"
"IMF.STA:BOP_AGG(9.0.1)","PRT.CAB_NETCD.USD.A","OBS_VALUE","Portugal","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","-1721.235129004264","-5355.766241531439","1618.082666549367","6509.032238816927"
"IMF.STA:BOP_AGG(9.0.1)","CPV.CAB_NETCD.USD.A","OBS_VALUE","Cabo Verde","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","-250.6321178779541","-78.27136809182221","-69.36300971890589","106.5927329986143"
"IMF.STA:BOP_AGG(9.0.1)","LCA.CAB_NETCD.USD.A","OBS_VALUE","St. Lucia","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","-210.9243592592593","-83.44168407407407","-38.06926555555556","-64.12133518518519"
"IMF.STA:BOP_AGG(9.0.1)","AGO.CAB_NETCD.USD.A","OBS_VALUE","Angola","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","8399.45164883264","11762.87950068901","4184.993795520749","6309.847179397565"
"IMF.STA:BOP_AGG(9.0.1)","BRA.CAB_NETCD.USD.A","OBS_VALUE","Brazil","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","-39397.55733300999","-41960.05974866002","-27073.22717958498","-66168.31020446999"
"IMF.STA:BOP_AGG(9.0.1)","PRY.CAB_NETCD.USD.A","OBS_VALUE","Paraguay","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","-429.1950705668647","-2941.41481335014","-148.3401894591616","-1527.604954437998"
"IMF.STA:BOP_AGG(9.0.1)","MRT.CAB_NETCD.USD.A","OBS_VALUE","Mauritania, Islamic Republic of","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","-807.8619927486001","-1424.095460912347","-966.505853181036","-1039.382012627567"
"IMF.STA:BOP_AGG(9.0.1)","SEN.CAB_NETCD.USD.A","OBS_VALUE","Senegal","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","-3327.276073691043","-5542.372487177963","-6071.838779447209",""
"IMF.STA:BOP_AGG(9.0.1)","DOM.CAB_NETCD.USD.A","OBS_VALUE","Dominican Republic","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","-2685.299999999996","-6548.9","-4418.400000000002","-4167.2"
"IMF.STA:BOP_AGG(9.0.1)","LTU.CAB_NETCD.USD.A","OBS_VALUE","Lithuania, Republic of","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","985.0508764934986","-4322.393326429398","878.3884952165305","2771.559347891667"
"IMF.STA:BOP_AGG(9.0.1)","SGP.CAB_NETCD.USD.A","OBS_VALUE","Singapore","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","86435.3111935394","93770.59961315258","89403.32150038456","96015.19195749269"
"IMF.STA:BOP_AGG(9.0.1)","POL.CAB_NETCD.USD.A","OBS_VALUE","Poland, Republic of","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","-8970","-15822","12486","2795"
"IMF.STA:BOP_AGG(9.0.1)","BDI.CAB_NETCD.USD.A","OBS_VALUE","Burundi","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","-389.3118204420633","-615.203005214733","-627.856029322384","-474.9857261380925"
"IMF.STA:BOP_AGG(9.0.1)","MLT.CAB_NETCD.USD.A","OBS_VALUE","Malta","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","1843.73656268399","-167.6105592560945","1424.66782708122","1777.923393778004"
"IMF.STA:BOP_AGG(9.0.1)","MUS.CAB_NETCD.USD.A","OBS_VALUE","Mauritius","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","-1496.640055045418","-1436.824184189158","-696.8139507580638","-1050.013442299929"
"IMF.STA:BOP_AGG(9.0.1)","BLZ.CAB_NETCD.USD.A","OBS_VALUE","Belize","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","-157.8683651565578","-235.5655363146724","-19.76105346438875","-51.66497929127114"
"IMF.STA:BOP_AGG(9.0.1)","MOZ.CAB_NETCD.USD.A","OBS_VALUE","Mozambique, Republic of","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","-3426.462300367048","-6366.77222969149","-2207.224606647495","-2493.130139186832"
"IMF.STA:BOP_AGG(9.0.1)","MDV.CAB_NETCD.USD.A","OBS_VALUE","Maldives","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","-453.448938365782","-1041.96931488677","-1399.60236616087","-1256.6510672139"
"IMF.STA:BOP_AGG(9.0.1)","MNE.CAB_NETCD.USD.A","OBS_VALUE","Montenegro","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","-541.2013771948562","-817.8582071464163","-851.5250449346471","-1404.391778025479"
"IMF.STA:BOP_AGG(9.0.1)","SRB.CAB_NETCD.USD.A","OBS_VALUE","Serbia, Republic of","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","-2654.390085470979","-4457.001147651746","-1947.085693077912","-4104.883017497682"
"IMF.STA:BOP_AGG(9.0.1)","PLW.CAB_NETCD.USD.A","OBS_VALUE","Palau, Republic of","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","-95.974","-117.098","-134.249",""
"IMF.STA:BOP_AGG(9.0.1)","JAM.CAB_NETCD.USD.A","OBS_VALUE","Jamaica","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","149.2621414408361","-136.4005724661065","568.9320662241926","678.8083792517642"
"IMF.STA:BOP_AGG(9.0.1)","SVN.CAB_NETCD.USD.A","OBS_VALUE","Slovenia, Republic of","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","2072.569848562459","-617.3736964597048","3092.654472066365","3320.860282207633"
"IMF.STA:BOP_AGG(9.0.1)","GNB.CAB_NETCD.USD.A","OBS_VALUE","Guinea-Bissau","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","-14.12780275776864","-146.6397233844773","-160.1685230017115",""
"IMF.STA:BOP_AGG(9.0.1)","BMU.CAB_NETCD.USD.A","OBS_VALUE","Bermuda","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","962.257799431355","1134.798092198076","1320.294557385857",""
"IMF.STA:BOP_AGG(9.0.1)","HUN.CAB_NETCD.USD.A","OBS_VALUE","Hungary","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","-7853.767184627774","-15696.93373647468","-7.709316845496","3523.028942817898"
"IMF.STA:BOP_AGG(9.0.1)","SVK.CAB_NETCD.USD.A","OBS_VALUE","Slovak Republic","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","-5775.907897198891","-11126.46960291752","-4032.065463002075","-6503.081481784974"
"IMF.STA:BOP_AGG(9.0.1)","BEN.CAB_NETCD.USD.A","OBS_VALUE","Benin","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","-734.6591065514279","-991.0046225053769","-1608.54337068412",""
"IMF.STA:BOP_AGG(9.0.1)","PHL.CAB_NETCD.USD.A","OBS_VALUE","Philippines","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","-5942.749346459142","-18260.83121301546","-12386.68591867953","-18262.19699572286"
"IMF.STA:BOP_AGG(9.0.1)","IND.CAB_NETCD.USD.A","OBS_VALUE","India","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","-33422.35935793977","-79050.94195132395","-31955.49793020441","-32148.81760291984"
"IMF.STA:BOP_AGG(9.0.1)","BWA.CAB_NETCD.USD.A","OBS_VALUE","Botswana","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","-330.9229620555554","-120.9198938064652","288.8545466171019","-821.1374816364615"
"IMF.STA:BOP_AGG(9.0.1)","BOL.CAB_NETCD.USD.A","OBS_VALUE","Bolivia","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","1591.562617751094","1154.275493209578","-1144.743558671475","-1407.061487404326"
"IMF.STA:BOP_AGG(9.0.1)","CRI.CAB_NETCD.USD.A","OBS_VALUE","Costa Rica","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","-2063.109436413275","-2272.159757641926","-1239.207194145651","-1248.842815792317"
"IMF.STA:BOP_AGG(9.0.1)","KIR.CAB_NETCD.USD.A","OBS_VALUE","Kiribati","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","20.25095868711144","-32.52311723525223","-5.116792574343938","-59.54059796207321"
"IMF.STA:BOP_AGG(9.0.1)","COD.CAB_NETCD.USD.A","OBS_VALUE","Congo, Democratic Republic of the","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","-587.406970435521","-3148.07937860375","-3882.715615580319","-2719.446524383778"
"IMF.STA:BOP_AGG(9.0.1)","BIH.CAB_NETCD.USD.A","OBS_VALUE","Bosnia and Herzegovina","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","-348.5964704302037","-1077.252126213787","-589.1447397102977","-1027.731963597605"
"IMF.STA:BOP_AGG(9.0.1)","FRA.CAB_NETCD.USD.A","OBS_VALUE","France","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","7245.17350231715","-40031.10742724573","-31877.21498391389","2690.42122667558"
"IMF.STA:BOP_AGG(9.0.1)","SWE.CAB_NETCD.USD.A","OBS_VALUE","Sweden","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","39289.75729741772","23070.31445740623","33644.15650332363","35767.84249178424"
"IMF.STA:BOP_AGG(9.0.1)","BEL.CAB_NETCD.USD.A","OBS_VALUE","Belgium","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","11182.25101111083","-10766.71701097127","1187.332657148779","-2543.070284000947"
"IMF.STA:BOP_AGG(9.0.1)","DZA.CAB_NETCD.USD.A","OBS_VALUE","Algeria","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","-4512.873533101433","19451.83776293525","6462.906982695819","-2753.772227948328"
"IMF.STA:BOP_AGG(9.0.1)","BHR.CAB_NETCD.USD.A","OBS_VALUE","Bahrain, Kingdom of","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","2602.393617021271","6838.563829787234","2699.468085106383","2281.914893617018"
"IMF.STA:BOP_AGG(9.0.1)","WBG.CAB_NETCD.USD.A","OBS_VALUE","West Bank and Gaza","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","-1777.950200967099","-2036.626263145947","-2895.369454190112","-2899.047118811867"
"IMF.STA:BOP_AGG(9.0.1)","KHM.CAB_NETCD.USD.A","OBS_VALUE","Cambodia","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","-10892.92322248904","-7582.000401478536","552.3462505993861","228.100876765877"
"IMF.STA:BOP_AGG(9.0.1)","IRL.CAB_NETCD.USD.A","OBS_VALUE","Ireland","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","65118.41403362142","48426.54319776803","44743.97768297184","105990.720657001"
"IMF.STA:BOP_AGG(9.0.1)","ESP.CAB_NETCD.USD.A","OBS_VALUE","Spain","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","11178.5909098847","5497.205080478907","44251.71094085897","54932.85551794851"
"IMF.STA:BOP_AGG(9.0.1)","MDA.CAB_NETCD.USD.A","OBS_VALUE","Moldova, Republic of","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","-1699.1","-2482.3","-1848.54184996","-3012.70013555"
"IMF.STA:BOP_AGG(9.0.1)","MEX.CAB_NETCD.USD.A","OBS_VALUE","Mexico","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","-4562.55587300001","-18920.24449700005","-12595.25199099998","-16740.19941299992"
"IMF.STA:BOP_AGG(9.0.1)","PAN.CAB_NETCD.USD.A","OBS_VALUE","Panama","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","-832.2955142699998","28.7688360799966","-2581.001339449999","1672.221431180004"
"IMF.STA:BOP_AGG(9.0.1)","TTO.CAB_NETCD.USD.A","OBS_VALUE","Trinidad and Tobago","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","2629.308365036103","4966.94239490843","2948.497606922487","1232.946696617695"
"IMF.STA:BOP_AGG(9.0.1)","KOS.CAB_NETCD.USD.A","OBS_VALUE","Kosovo, Republic of","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","-818.350534733874","-881.5946798314512","-752.1374180254801","-932.4813560102393"
"IMF.STA:BOP_AGG(9.0.1)","DNK.CAB_NETCD.USD.A","OBS_VALUE","Denmark","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","34953.36806507637","44624.89392116561","44904.64595023962","52124.2588671064"
"IMF.STA:BOP_AGG(9.0.1)","TUN.CAB_NETCD.USD.A","OBS_VALUE","Tunisia","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","-2770.055367899553","-3969.24192602495","-1110.513299875192","-775.3001227671578"
"IMF.STA:BOP_AGG(9.0.1)","SUR.CAB_NETCD.USD.A","OBS_VALUE","Suriname","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","176.182486483146","76.32058559919559","148.1176209249326","9.30620134824466"
"IMF.STA:BOP_AGG(9.0.1)","NGA.CAB_NETCD.USD.A","OBS_VALUE","Nigeria","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","-3254.16317028253","1018.59884608075","6423.222719520354","17215.26931554326"
"IMF.STA:BOP_AGG(9.0.1)","NLD.CAB_NETCD.USD.A","OBS_VALUE","Netherlands, The","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","108380.0903633473","71389.53765877983","106894.7484718952","110922.5125351568"
"IMF.STA:BOP_AGG(9.0.1)","KEN.CAB_NETCD.USD.A","OBS_VALUE","Kenya","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","-5045.280175923286","-4806.802814134461","-2736.462263903999","-1549.810652898718"
"IMF.STA:BOP_AGG(9.0.1)","PER.CAB_NETCD.USD.A","OBS_VALUE","Peru","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","-5090.427868109022","-9972.176721309757","880.392227110485","6389.974158680566"
"IMF.STA:BOP_AGG(9.0.1)","RWA.CAB_NETCD.USD.A","OBS_VALUE","Rwanda","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","-1209.278688390352","-1247.194010045581","-1647.222781381189","-1807.56833807398"
"IMF.STA:BOP_AGG(9.0.1)","IDN.CAB_NETCD.USD.A","OBS_VALUE","Indonesia","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","3510.71505041252","13215.1349104119","-2041.6620200125","-8680.95158992108"
"IMF.STA:BOP_AGG(9.0.1)","UKR.CAB_NETCD.USD.A","OBS_VALUE","Ukraine","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","-3882","7976","-9564","-15142"
"IMF.STA:BOP_AGG(9.0.1)","TWN.CAB_NETCD.USD.A","OBS_VALUE","Taiwan Province of China","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","117994","101445","105810","112735"
"IMF.STA:BOP_AGG(9.0.1)","G505.CAB_NETCD.USD.A","OBS_VALUE","Emerging and Developing Asia","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Billions","284.0386360643867","332.151187102617","266.7871083222997","418.2949875926247"
"IMF.STA:BOP_AGG(9.0.1)","G400.CAB_NETCD.USD.A","OBS_VALUE","Middle East and Central Asia","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Billions","129.3156406083687","425.1769526604134","191.6311776956576","125.4073616844257"
"IMF.STA:BOP_AGG(9.0.1)","GX205.CAB_NETCD.USD.A","OBS_VALUE","Western Hemisphere","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Billions","-91.18883573634033","-127.8143153669972","-76.11082403607069","-70.87797378111301"
"IMF.STA:BOP_AGG(9.0.1)","G603.CAB_NETCD.USD.A","OBS_VALUE","Sub-Saharan Africa (SSA)","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Billions","-11.66911399898824","-37.23638023699193","-44.50998468307253","-21.77779445577816"
"IMF.STA:BOP_AGG(9.0.1)","ARE.CAB_NETCD.USD.A","OBS_VALUE","United Arab Emirates","Current account balance (credit less debit), Net (credits less debits)","US dollar","Annual","Millions","","","68618.10755616065","79972.77059223962"
